scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
adasgbocwwb,Accidental Death Assistance Scheme (GBOCWWB),ADAS(GBOCWWB),State,Family,Not specified (state scheme),Gujarat,Social welfare & Empowerment,Accidental Death;Permanent Disability;Construction Worker;Building Worker;Heir;Financial Assistance,"Assistance shall be provided to the legal heirs of deceased construction workers, whether registered or unregistered with the Board, in the event of accidental death or permanent disability occurring during ongoing work at the construction site.",,2.0,"Accidental Death Assistance Scheme (GBOCWWB). Assistance shall be provided to the legal heirs of deceased construction workers, whether registered or unregistered with the Board, in the event of accidental death or permanent disability occurring during ongoing work at the construction site. Category: Social welfare & Empowerment. Tags: Accidental Death, Permanent Disability, Construction Worker, Building Worker, Heir, Financial Assistance."
iocfortc,Concession in Railway Travel,CRT,State,Individual,Not specified (state scheme),Tamil Nadu,Social welfare & Empowerment;Sports & Culture;Transport & Infrastructure,Artist;Travel;Railway;Culture,"The scheme ""Concession in Railway Travel"" was launched by the Dept. of Art & Culture, Tamil Nadu. Under the scheme, individual artists and troupes are allowed to travel in the train on concession by the Railways. A concession certificate will be issued by Mandram.",,1.0,"Concession in Railway Travel. The scheme ""Concession in Railway Travel"" was launched by the Dept. of Art & Culture, Tamil Nadu. Under the scheme, individual artists and troupes are allowed to travel in the train on concession by the Railways. A concession certificate will be issued by Mandram. Category: Social welfare & Empowerment, Sports & Culture, Transport & Infrastructure. Tags: Artist, Travel, Railway, Culture."
mcyuk,Mukhyamantri Chhaatrvrtti Yojana,MCYUK,State,Individual,Not specified (state scheme),Uttarakhand,Education & Learning,Scholarship;Higher Education;NCC,"The scheme aims to support eligible NCC cadets through financial incentives to encourage continued participation in education and NCC training. Under this scheme, scholarship amounts ranging from ₹600/- to ₹2,400/- are provided annually to eligible NCC cadets at group and unit levels.",,1.0,"Mukhyamantri Chhaatrvrtti Yojana. The scheme aims to support eligible NCC cadets through financial incentives to encourage continued participation in education and NCC training. Under this scheme, scholarship amounts ranging from ₹600/- to ₹2,400/- are provided annually to eligible NCC cadets at group and unit levels. Category: Education & Learning. Tags: Scholarship, Higher Education, NCC."
pmsfbcs,Pre-Matric Scholarship for Backward Class Students,PMSFBCS,State,Individual,Not specified (state scheme),Madhya Pradesh,Education & Learning,Financial Assistance;Backward Class;Student;Education;School,"The scheme ""Pre-Matric Scholarship for Backward Class Students"" aims to provide financial assistance to backward class students studying at the pre-matriculation level in India. Monthly scholarships of varying amounts are provided to eligible students.",,1.0,"Pre-Matric Scholarship for Backward Class Students. The scheme ""Pre-Matric Scholarship for Backward Class Students"" aims to provide financial assistance to backward class students studying at the pre-matriculation level in India. Monthly scholarships of varying amounts are provided to eligible students. Category: Education & Learning. Tags: Financial Assistance, Backward Class, Student, Education, School."
tdfs,Technology Development Fund (TDF) Scheme,TDFS,Central,Infra,Ministry Of Defence,All,Business & Entrepreneurship,Defence Technology;Financial Assistance;Defence Applications;MSMEs And Startups,Technology Development Fund (TDF) has been established to promote self-reliance in Defence Technology as a part of the 'Make in India' initiative.,,3.0,"Technology Development Fund (TDF) Scheme. Technology Development Fund (TDF) has been established to promote self-reliance in Defence Technology as a part of the 'Make in India' initiative. Category: Business & Entrepreneurship. Tags: Defence Technology, Financial Assistance, Defence Applications, MSMEs And Startups."
nsbgs,NEC Stipend And Book Grant Scheme,NSBGS,State,Individual,Not specified (state scheme),Nagaland,Education & Learning,NEC Stipend;Book Grant;Nagaland;Fellowship,"The scheme aims to promote national integration, global understanding, social responsibility, and encourage scientific, imaginative, and innovative thinking among students.",,1.0,"NEC Stipend And Book Grant Scheme. The scheme aims to promote national integration, global understanding, social responsibility, and encourage scientific, imaginative, and innovative thinking among students. Category: Education & Learning. Tags: NEC Stipend, Book Grant, Nagaland, Fellowship."
fappesm,Financial Assistance to Para/Tetra/Hemi Plegic Ex-Servicemen,FAPPESM,State,Individual,Not specified (state scheme),Haryana,Social welfare & Empowerment,Financial Assistance;Para Plegic;Tetra Plegic;Hemi Plegic;Ex-Serviceman,"Under the scheme, financial assistance of ₹3,000/- per month shall be granted to Paraplegic, Tetraplegic, and Hemiplegic Ex-Servicemen who are bonafide residents of Haryana State and are not in receipt of any kind of financial assistance from any department of the Haryana Government.",,1.0,"Financial Assistance to Para/Tetra/Hemi Plegic Ex-Servicemen. Under the scheme, financial assistance of ₹3,000/- per month shall be granted to Paraplegic, Tetraplegic, and Hemiplegic Ex-Servicemen who are bonafide residents of Haryana State and are not in receipt of any kind of financial assistance from any department of the Haryana Government. Category: Social welfare & Empowerment. Tags: Financial Assistance, Para Plegic, Tetra Plegic, Hemi Plegic, Ex-Serviceman."
rvp,Rashtriya Vigyan Puraskar,RVP,Central,Individual,Ministry Of Science And Technology,All,"Science, IT & Communications",Science;Technology;Scientists;Awards;Development,"The objective of the Rashtriya Vigyan Puraskar (RVP) is to recognise the notable and inspiring contribution made by the scientists, technologists and innovators individually or in teams in various fields of science, technology and technology- led innovation.",,1.0,"Rashtriya Vigyan Puraskar. The objective of the Rashtriya Vigyan Puraskar (RVP) is to recognise the notable and inspiring contribution made by the scientists, technologists and innovators individually or in teams in various fields of science, technology and technology- led innovation. Category: Science, IT & Communications. Tags: Science, Technology, Scientists, Awards, Development."
ha,Housing Assistance (Madhya Pradesh),HA,State,Individual,Not specified (state scheme),Madhya Pradesh,Housing & Shelter,Student;Hostel;Higher Education;Housing,"The scheme ""Housing Assistance (Madhya Pradesh)"" by the Tribal Welfare and Scheduled Caste (SC) Department, Government of Madhya Pradesh, provides housing support to tribal boys and girls pursuing higher education outside their hometown, where hostels are not available.",,1.0,"Housing Assistance (Madhya Pradesh). The scheme ""Housing Assistance (Madhya Pradesh)"" by the Tribal Welfare and Scheduled Caste (SC) Department, Government of Madhya Pradesh, provides housing support to tribal boys and girls pursuing higher education outside their hometown, where hostels are not available. Category: Housing & Shelter. Tags: Student, Hostel, Higher Education, Housing."
sdsc18,Scholarship to Divyang Students (Class 1 to 8),SDSC18,State,Individual,Not specified (state scheme),Uttarakhand,Education & Learning,Scholarship;Student;PwD;Disabled Student,"The scheme aims to provide financial assistance of ₹600/- for students in Class 1 to 5 and ₹960/- for students in Class 6 to 8, to regularly enrolled disable students.",,1.0,"Scholarship to Divyang Students (Class 1 to 8). The scheme aims to provide financial assistance of ₹600/- for students in Class 1 to 5 and ₹960/- for students in Class 6 to 8, to regularly enrolled disable students. Category: Education & Learning. Tags: Scholarship, Student, PwD, Disabled Student."
sksvy,Sagar Khedu Sarvangi Vikas Yojana,SKSVY,State,Infra,Not specified (state scheme),Gujarat,"Transport & Infrastructure;Agriculture,Rural & Environment;Utility & Sanitation",Power;Infrastructure;Coastal;Electricity;Consumer;Farmer,"The scheme aims to improve power infrastructure in coastal taluks by addressing corrosion issues, ensuring adequate voltage, and continuous electricity supply. Benefits include reduction in motor burnout, prevention of industrial losses, and providing new agricultural electricity connections.",,3.0,"Sagar Khedu Sarvangi Vikas Yojana. The scheme aims to improve power infrastructure in coastal taluks by addressing corrosion issues, ensuring adequate voltage, and continuous electricity supply. Benefits include reduction in motor burnout, prevention of industrial losses, and providing new agricultural electricity connections. Category: Transport & Infrastructure, Agriculture,Rural & Environment, Utility & Sanitation. Tags: Power, Infrastructure, Coastal, Electricity, Consumer, Farmer."
deswinternship,DESW Internship Scheme,DESWINTERNSHIP,Central,Individual,Ministry Of Defence,All,Skills & Employment,Ex-Servicemen;Research;Graduate;Postgraduate;Students;Indian Youth;Interns,"The scheme aims to engage Indian Youth as interns to gain firsthand experience and understanding of welfare, healthcare, resettlement, and administrative schemes meant for Ex-Servicemen.",,1.0,"DESW Internship Scheme. The scheme aims to engage Indian Youth as interns to gain firsthand experience and understanding of welfare, healthcare, resettlement, and administrative schemes meant for Ex-Servicemen. Category: Skills & Employment. Tags: Ex-Servicemen, Research, Graduate, Postgraduate, Students, Indian Youth, Interns."
